Exchange|Security Type|Symbol|Root symbol (for opt|Listed Currency|Company name|Additional company n|ISIN code|Contract name|Local instrument cod|Country|Market specific secu|Market specific segm|Listing market for t|Original exchange co|Exchange code|QS Symbol Suffix|Sedol|MS Performance ID|Global ID investment|MS Listing Exchange |MS Extended Support |Morningstar ID|Fund Type
146|1|1AD||AUD|ADALTA FPO [1AD]||AU0000001AD2|||AU||EQT|146||XASX|ax||0P00018JPY|Equity|ASX|0||
146|1|1AG||AUD|ALTERRA FPO [1AG]||AU0000001AG5|||AU||EQT|146||XASX|ax||0P0000FTSV|Equity|ASX|0||
146|1|1AL||AUD|ONEALL FPO [1AL]||AU0000001AL5|||AU||EQT|146||XASX|ax||0P00016W03|Equity|ASX|0||
146|1|1PG||AUD|1 PAGE FPO [1PG]||AU0000001PG3|||AU||EQT|146||XASX|ax||0P00006Y1B|Equity|ASX|0||
146|1|1ST||AUD|1ST AVAIL FPO [1ST]||AU0000001ST0|||AU||EQT|146||XASX|ax||0P0001608U|Equity|ASX|0||
146|1|3DP||AUD|POINTERRA FPO [3DP]||AU0000003DP6|||AU||EQT|146||XASX|ax||0P0000D6LH|Equity|ASX|0||
146|1|3PL||AUD|3PLEARNING FPO [3PL]||AU0000003PL9|||AU||EQT|146||XASX|ax||0P00013MF1|Equity|ASX|0||
146|1|4DS||AUD|4DSMEMORY FPO [4DS]||AU0000004DS8|||AU||EQT|146||XASX|ax||0P0000RV1U|Equity|ASX|0||
146|1|88E||AUD|88 ENERGY FPO [88E]||AU00000088E2|||AU||EQT|146||XASX|ax||0P00006WFU|Equity|ASX|0||
146|1|88EO||AUD|88 ENERGY OPT MAR18 [88EO]||AU0000088EO8|||AU||EQT|146||XASX|ax|||||0||
146|1|8CO||AUD|8COMMONLTD FPO [8CO]||AU0000008CO0|||AU||EQT|146||XASX|ax||0P00013Y31|Equity|ASX|0||
146|1|8EC||AUD|8IP EMERG FPO [8EC]||AU0000008EC1|||AU||EQT|146||XASX|ax||0P00016YXJ|Equity|ASX|0||
146|1|8ECO||AUD|8IP EMERG OPT DEC16 [8ECO]||AU000008ECO5|||AU||EQT|146||XASX|ax|||||0||
146|1|8IH||AUD|8I HOLD CDI 1:1 [8IH]||AU0000008IH1|||AU||EQT|146||XASX|ax||0P000152U2|Depository-Receipt|ASX|0||
146|1|9SP||AUD|9SPOKES FPO NZ [9SP]||NZ9SPE0001S1|||AU||EQT|146||XASX|ax||0P000185ND|Equity|ASX|0||
146|1|A2M||AUD|A2 MILK FPO NZ [A2M]||NZATME0002S8|||AU||EQT|146||XASX|ax||0P00015NU3|Equity|ASX|0||
146|1|A3D||AUD|AURORALABS FPO [A3D]||AU000000A3D7|||AU||EQT|146||XASX|ax||0P00018J4P|Equity|ASX|0||
146|1|AAC||AUD|AUST AG CO FPO [AAC]||AU000000AAC9|||AU||EQT|146||XASX|ax||0P00006W9O|Equity|ASX|0||
146|1|AAD||AUD|ARDENT LEI STAPLED [AAD]||AU000000AAD7|||AU||EQT|146||XASX|ax||0P00009Y1B|Equity|ASX|0||
146|1|AAI||AUD|ALCOA CDI 1:1 [AAI]||AU000000AAI6|||AU||EQT|146||XASX|ax||0P00006XU1|Depository-Receipt|ASX|0||
146|1|AAJ||AUD|ARUMA RES FPO [AAJ]||AU000000AAJ4|||AU||EQT|146||XASX|ax||0P0000O2RT|Equity|ASX|0||
146|1|AAK||AUD|AUSTCHINA FPO 2C [AAK]||BMG063671090|||AU||EQT|146||XASX|ax||0P00006WY8|Equity|ASX|0||
146|1|AAL||AUD|APAC COAL FPO [AAL]||AU000000AAL0|||AU||EQT|146||XASX|ax||0P0000FTSP|Equity|ASX|0||
146|1|AAP||AUD|AUSAGRIPRO FPO [AAP]||AU000000AAP1|||AU||EQT|146||XASX|ax||0P0000A12U|Equity|ASX|0||
146|1|AAR||AUD|ANGLO FPO [AAR]||AU000000AAR7|||AU||EQT|146||XASX|ax||0P00006W8J|Equity|ASX|0||
146|1|AAU||AUD|ADCORP AUS FPO [AAU]||AU000000AAU1|||AU||EQT|146||XASX|ax||0P00006W76|Equity|ASX|0||
146|1|AAX||AUD|AUSENCO FPO [AAX]||AU000000AAX5|||AU||EQT|146||XASX|ax||0P00006XUQ|Equity|ASX|0||
146|1|AB1||AUD|ANIMOCA FPO [AB1]||AU000000AB15|||AU||EQT|146||XASX|ax||0P0000A1MP|Equity|ASX|0||
146|1|ABA||AUD|AUSWIDE FPO [ABA]||AU000000ABA1|||AU||EQT|146||XASX|ax||0P00006X23|Equity|ASX|0||
146|1|ABC||AUD|ADEL BRTN FPO [ABC]||AU000000ABC7|||AU||EQT|146||XASX|ax||0P00006W78|Equity|ASX|0||
146|1|ABL||AUD|ABILENEOIL FPO [ABL]||AU000000ABL8|||AU||EQT|146||XASX|ax||0P00006WH3|Equity|ASX|0||
146|1|ABP||AUD|ABACUS STAPLED [ABP]||AU000000ABP9|||AU||EQT|146||XASX|ax||0P00009XZV|Equity|ASX|0||
146|1|ABT||AUD|ABUNDANT FPO [ABT]||AU000000ABT1|||AU||EQT|146||XASX|ax||0P000172EG|Equity||0||
146|1|ABU||AUD|ABM RES FPO [ABU]||AU000000ABU9|||AU||EQT|146||XASX|ax||0P00006XTE|Equity|ASX|0||
146|1|ABV||AUD|ADV BRAKE FPO [ABV]||AU000000ABV7|||AU||EQT|146||XASX|ax||0P00006Y6O|Equity|ASX|0||
146|1|ABVNB||AUD|ADV BRAKE DEF X OPT [ABVNB]||AU0000ABVNB6|||AU||EQT|146||XASX|ax|||||0||
146|1|ABW||AUD|AURORA ARF ORD UNIT [ABW]||AU000000ABW5|||AU||EQT|146||XASX|ax||0P0000PWH3|Closed End Fund||0|F00000JS5D|FC
146|1|ABX||AUD|AUSBAUXITE FPO [ABX]||AU000000ABX3|||AU||EQT|146||XASX|ax||0P0000MQTZ|Equity|ASX|0||
146|1|ACB||AUD|ACAP RES FPO [ACB]||AU000000ACB7|||AU||EQT|146||XASX|ax||0P00006XTC|Equity|ASX|0||
146|1|ACBNC||AUD|ACAP RES DEF [ACBNC]||AU0000ACBNC4|||AU||EQT|146||XASX|ax|||||0||
146|1|ACG||AUD|ATCOR FPO [ACG]||AU000000ACG6|||AU||EQT|146||XASX|ax||0P00006W92|Equity|ASX|0||
146|1|ACK||AUD|AUSTOCK FPO [ACK]||AU000000ACK8|||AU||EQT|146||XASX|ax||0P0000A0XA|Equity|ASX|0||
146|1|ACL||AUD|ALCHEMIA FPO [ACL]||AU000000ACL6|||AU||EQT|146||XASX|ax||0P00006W7R|Equity|ASX|0||
146|1|ACO||AUD|AUSCAREER FPO [ACO]||AU000000ACO0|||AU||EQT|146||XASX|ax||0P00014J1R|Equity|ASX|0||
146|1|ACP||AUD|AUDALIA FPO [ACP]||AU000000ACP7|||AU||EQT|146||XASX|ax||0P0000TE2X|Equity|ASX|0||
146|1|ACQ||AUD|ACORN CAP FPO [ACQ]||AU000000ACQ5|||AU||EQT|146||XASX|ax||0P00012XO6|Equity|ASX|0||
146|1|ACR||AUD|ACRUX FPO [ACR]||AU000000ACR3|||AU||EQT|146||XASX|ax||0P00006W73|Equity|ASX|0||
146|1|ACS||AUD|ACCENT RES FPO [ACS]||AU000000ACS1|||AU||EQT|146||XASX|ax||0P00006XTM|Equity|ASX|0||
146|1|ACU||AUD|ACU LTD FPO [ACU]||AU000000ACU7|||AU||EQT|146||XASX|ax||0P00006WA6|Equity|ASX|0||
146|1|ACW||AUD|ACTINOGEN FPO [ACW]||AU000000ACW3|||AU||EQT|146||XASX|ax||0P0000A1O9|Equity|ASX|0||
146|1|ACX||AUD|ACONEX FPO [ACX]||AU000000ACX1|||AU||EQT|146||XASX|ax||0P000150JZ|Equity|ASX|0||
146|1|AD1||AUD|APPLYDIRCT FPO [AD1]||AU000000AD13|||AU||EQT|146||XASX|ax||0P0001746X|Equity|ASX|0||
146|1|ADA||AUD|ADACEL FPO [ADA]||AU000000ADA7|||AU||EQT|146||XASX|ax||0P00006W74|Equity|ASX|0||
146|1|ADD||AUD|ADAVALE FPO [ADD]||AU000000ADD1|||AU||EQT|146||XASX|ax||0P00006WTI|Equity|ASX|0||
146|1|ADH||AUD|ADAIRS FPO [ADH]||AU000000ADH2|||AU||EQT|146||XASX|ax||0P000165Z2|Equity|ASX|0||
146|1|ADJ||AUD|ADSLOT LTD FPO [ADJ]||AU000000ADJ8|||AU||EQT|146||XASX|ax||0P00006W8M|Equity|ASX|0||
146|1|ADN||AUD|ADERSOURCE FPO [ADN]||AU000000ADN0|||AU||EQT|146||XASX|ax||0P00006W79|Equity|ASX|0||
146|1|ADNO||AUD|ADERSOURCE OPT SEP16 [ADNO]||AU00000ADNO6|||AU||EQT|146||XASX|ax|||||0||
146|1|ADO||AUD|ANTEO FPO [ADO]||AU000000ADO8|||AU||EQT|146||XASX|ax||0P00006WB6|Equity|ASX|0||
146|1|ADQ||AUD|ADG GLOBAL FPO [ADQ]||AU000000ADQ3|||AU||EQT|146||XASX|ax||0P00006W9X|Equity|ASX|0||
146|1|ADR||AUD|ADHERIUM FPO [ADR]||AU000000ADR1|||AU||EQT|146||XASX|ax||0P00016J76|Equity|ASX|0||
146|1|ADV||AUD|ARDIDEN FPO [ADV]||AU000000ADV3|||AU||EQT|146||XASX|ax||0P00006XYE|Equity|ASX|0||
146|1|ADX||AUD|ADXENERGY FPO [ADX]||AU000000ADX9|||AU||EQT|146||XASX|ax||0P00006W98|Equity|ASX|0||
146|1|ADY||AUD|ADMIRALTY FPO [ADY]||AU000000ADY7|||AU||EQT|146||XASX|ax||0P00006W7C|Equity|ASX|0||
146|1|AEB||AUD|ALGAETEC FPO [AEB]||AU000000AEB3|||AU||EQT|146||XASX|ax||0P0000SX7D|Equity|ASX|0||
146|1|AEE||AUD|AURA EN FPO [AEE]||AU000000AEE7|||AU||EQT|146||XASX|ax||0P00006XUN|Equity|ASX|0||
146|1|AEEOA||AUD|AURA EN OPT JUN17 [AEEOA]||AU0000AEEOA6|||AU||EQT|146||XASX|ax|||||0||
146|1|AEF||AUD|A ETHICAL FPO [AEF]||AU000000AEF4|||AU||EQT|146||XASX|ax||0P00006XUY|Equity|ASX|0||
146|1|AEG||AUD|AB EQ PERF FPO [AEG]||AU000000AEG2|||AU||EQT|146||XASX|ax||0P00017390|Closed End Fund|ASX|0||
146|1|AEGO||AUD|AB EQ PERF OPT NOV17 [AEGO]||AU00000AEGO8|||AU||EQT|146||XASX|ax|||||0||
146|1|AEI||AUD|AERIS ENV FPO [AEI]||AU000000AEI8|||AU||EQT|146||XASX|ax||0P00006XTY|Equity|ASX|0||
146|1|AEJ||AUD|REDBNK ENE FPO [AEJ]||AU000000AEJ6|||AU||EQT|146||XASX|ax||0P00009Y03|Equity|ASX|0||
146|1|AER||AUD|AEERIS FPO [AER]||AU000000AER9|||AU||EQT|146||XASX|ax||0P00014IG4|Equity|ASX|0||
146|1|AEV||AUD|AVENIRA FPO [AEV]||AU000000AEV1|||AU||EQT|146||XASX|ax||0P00006Y33|Equity|ASX|0||
146|1|AFA||AUD|ASF GROUP FPO [AFA]||AU000000AFA2|||AU||EQT|146||XASX|ax||0P00006W6V|Equity|ASX|0||
146|1|AFG||AUD|AUSTRA FIN FPO [AFG]||AU000000AFG9|||AU||EQT|146||XASX|ax||0P000162MF|Equity|ASX|0||
146|1|AFI||AUD|AUS.FOUND. FPO [AFI]||AU000000AFI5|||AU||EQT|146||XASX|ax||0P0000PWFX|Closed End Fund||0|F00000JS47|FC
146|1|AFP||AUD|AFT PHARM FPO NZX [AFP]||NZAFTE0001S4|||AU||EQT|146||XASX|ax||0P0001746Y|Equity|ASX|0||
146|1|AFR||AUD|AFRICAN EN CDI 1:1 [AFR]||AU000000AFR6|||AU||EQT|146||XASX|ax||0P0000A1O6|Depository-Receipt|ASX|0||
146|1|AFT||AUD|AFT CORP FPO [AFT]||AU000000AFT2|||AU||EQT|146||XASX|ax||0P00006W6M|Equity|ASX|0||
146|1|AFY||AUD|AFTERPAY FPO [AFY]||AU000000AFY2|||AU||EQT|146||XASX|ax||0P00017UKC|Equity|ASX|0||
146|1|AGD||AUD|AUST GOLD FPO [AGD]||AU000000AGD4|||AU||EQT|146||XASX|ax||0P0000A1O5|Equity|ASX|0||
146|1|AGE||AUD|ALLIGATOR FPO [AGE]||AU000000AGE2|||AU||EQT|146||XASX|ax||0P0000S9EH|Equity|ASX|0||
146|1|AGF||AUD|AMP CHINA ORD/UNITS [AGF]||AU000000AGF9|||AU||EQT|146||XASX|ax||0P0000PWGM|Closed End Fund||0|F00000JS4W|FC
146|1|AGG||AUD|ANGLOGOLD CDI 5:1 [AGG]||AU000000AGG7|||AU||EQT|146||XASX|ax||0P00006XU9|Depository-Receipt|ASX|0||
146|1|AGI||AUD|AINSWORTH FPO [AGI]||AU000000AGI3|||AU||EQT|146||XASX|ax||0P00006W7N|Equity|ASX|0||
146|1|AGJ||AUD|AGRI LAND UNIT [AGJ]||AU000000AGJ1|||AU||EQT|146||XASX|ax||0P0000A0UI|Equity|ASX|0||
146|1|AGL||AUD|AGL ENERGY FPO [AGL]||AU000000AGL7|||AU||EQT|146||XASX|ax||0P00006XTF|Equity|ASX|0||
146|1|AGO||AUD|ATLAS IRON FPO [AGO]||AU000000AGO1|||AU||EQT|146||XASX|ax||0P00006XUM|Equity|ASX|0||
146|1|AGOO||AUD|ATLAS IRON OPT JUN17 [AGOO]||AU00000AGOO7|||AU||EQT|146||XASX|ax|||||0||
146|1|AGOOA||AUD|ATLAS IRON OPT JUL17 [AGOOA]||AU0000AGOOA0|||AU||EQT|146||XASX|ax|||||0||
146|1|AGR||AUD|AGUIA RES FPO [AGR]||AU000000AGR4|||AU||EQT|146||XASX|ax||0P0000CG6S|Equity|ASX|0||
146|1|AGS||AUD|ALLIANCE FPO [AGS]||AU000000AGS2|||AU||EQT|146||XASX|ax||0P00006W7X|Equity|ASX|0||
146|1|AGX||AUD|AGENIX LTD FPO [AGX]||AU000000AGX2|||AU||EQT|146||XASX|ax||0P00006W7K|Equity|ASX|0||
146|1|AGY||AUD|ARGOSY FPO [AGY]||AU000000AGY0|||AU||EQT|146||XASX|ax||0P00006XUG|Equity|ASX|0||
146|1|AHF||AUD|AUSDAIRY STAPLED [AHF]||AU000000AHF7|||AU||EQT|146||XASX|ax||0P00006XTG|Equity|ASX|0||
146|1|AHG||AUD|AHG LTD FPO [AHG]||AU000000AHG5|||AU||EQT|146||XASX|ax||0P00006WA4|Equity|ASX|0||
146|1|AHK||AUD|ARK MINES FPO [AHK]||AU000000AHK7|||AU||EQT|146||XASX|ax||0P0000SV9H|Equity|ASX|0||
146|1|AHL||AUD|AHALIFE FPO [AHL]||AU000000AHL5|||AU||EQT|146||XASX|ax||0P00006WM6|Equity|ASX|0||
146|1|AHN||AUD|ATHENA RES FPO [AHN]||AU000000AHN1|||AU||EQT|146||XASX|ax||0P0000A1O0|Equity|ASX|0||
146|1|AHQ||AUD|ALLEGIANCE FPO [AHQ]||AU000000AHQ4|||AU||EQT|146||XASX|ax||0P0000W409|Equity|ASX|0||
146|1|AHR||AUD|ANCHOR RES FPO [AHR]||AU000000AHR2|||AU||EQT|146||XASX|ax||0P0000A1NZ|Equity|ASX|0||
146|1|AHX||AUD|APIAM FPO [AHX]||AU000000AHX0|||AU||EQT|146||XASX|ax||0P000173DT|Equity|ASX|0||
146|1|AHY||AUD|ASALEO FPO [AHY]||AU000000AHY8|||AU||EQT|146||XASX|ax||0P00013KZ9|Equity|ASX|0||
146|1|AHZ||AUD|ADMEDUS FPO [AHZ]||AU000000AHZ5|||AU||EQT|146||XASX|ax||0P00006Y98|Equity|ASX|0||
146|1|AHZNB||AUD|ADMEDUS DEF [AHZNB]||AU0000AHZNB4|||AU||EQT|146||XASX|ax|||||0||
146|1|AIA||AUD|AUCK AIRPT FPO NZX [AIA]||NZAIAE0002S6|||AU||EQT|146||XASX|ax||0P00006W97|Equity|ASX|0||
146|1|AIB||AUD|AURORA GLB UNITS [AIB]||AU000000AIB4|||AU||EQT|146||XASX|ax||0P0000PWHG|Closed End Fund||0|F00000JS5Q|FC
146|1|AIK||AUD|ARMIDALE FPO [AIK]||AU000000AIK5|||AU||EQT|146||XASX|ax||0P00006Y8N|Equity|ASX|0||
146|1|AIO||AUD|ASCIANO FPO [AIO]||AU000000AIO7|||AU||EQT|146||XASX|ax||0P0000A1NW|Equity|ASX|0||
146|1|AIQ||AUD|A INV TRST UNITS [AIQ]||AU000000AIQ2|||AU||EQT|146||XASX|ax||0P00007XTX|Unit||0||
146|1|AIR||AUD|ASTIVITA FPO [AIR]||AU000000AIR0|||AU||EQT|146||XASX|ax||0P0000MQU0|Equity|ASX|0||
146|1|AIS||AUD|AERISRES FPO [AIS]||AU000000AIS8|||AU||EQT|146||XASX|ax||0P0000SDYX|Equity|ASX|0||
146|1|AIV||AUD|ACTIVEX FPO [AIV]||AU000000AIV2|||AU||EQT|146||XASX|ax||0P00006XTP|Equity|ASX|0||
146|1|AIY||AUD|AUTHINVEST FPO [AIY]||AU000000AIY6|||AU||EQT|146||XASX|ax||0P00006WA2|Equity|ASX|0||
146|1|AIZ||AUD|AIR N.Z. FPO NZ [AIZ]||NZAIRE0001S2|||AU||EQT|146||XASX|ax||0P00006W7O|Equity|ASX|0||
146|1|AJA||AUD|ASTROJAPAN FORUS [AJA]||AU000000AJA4|||AU||EQT|146||XASX|ax||0P0000A0YR|Equity|ASX|0||
146|1|AJC||AUD|ACACIACOAL FPO [AJC]||AU000000AJC0|||AU||EQT|146||XASX|ax||0P00006WQQ|Equity|ASX|0||
146|1|AJD||AUD|APDCDATA STAPLED [AJD]||AU000000AJD8|||AU||EQT|146||XASX|ax||0P0000YQ9Z|Equity|ASX|0||
146|1|AJJ||AUD|ASIAN AMER FPO [AJJ]||AU000000AJJ5|||AU||EQT|146||XASX|ax||0P0000A1KQ|Equity|ASX|0||
146|1|AJL||AUD|AJ LUCAS FPO [AJL]||AU000000AJL1|||AU||EQT|146||XASX|ax||0P00006W6O|Equity|ASX|0||
146|1|AJM||AUD|ALTURA FPO [AJM]||AU000000AJM9|||AU||EQT|146||XASX|ax||0P00006Y0F|Equity|ASX|0||
146|1|AJO||AUD|AJ-OFFICE ORD UNITS [AJO]||AU000000AJO5|||AU||EQT|146||XASX|ax||0P0000A1NU|Unit||0||
146|1|AJQ||AUD|ARMOUR FPO [AJQ]||AU000000AJQ0|||AU||EQT|146||XASX|ax||0P0000VYN3|Equity|ASX|0||
146|1|AJX||AUD|ALEXIUM FPO [AJX]||AU000000AJX6|||AU||EQT|146||XASX|ax||0P00006WHD|Equity|ASX|0||
146|1|AJY||AUD|ASAPLUS CDI 1:1 [AJY]||AU000000AJY4|||AU||EQT|146||XASX|ax||0P0000X7PN|Equity|ASX|0||
146|1|AKF||AUD|ASK FUND FPO [AKF]||AU000000AKF1|||AU||EQT|146||XASX|ax||0P00006WLI|Equity|ASX|0||
146|1|AKG||AUD|ACADEMIES FPO [AKG]||AU000000AKG9|||AU||EQT|146||XASX|ax||0P00006XZI|Equity|ASX|0||
146|1|AKK||AUD|AUSTIN FPO [AKK]||AU000000AKK1|||AU||EQT|146||XASX|ax||0P0000A1NT|Equity|ASX|0||
146|1|AKKO||AUD|AUSTIN OPT SEP17 [AKKO]||AU00000AKKO7|||AU||EQT|146||XASX|ax|||||0||
146|1|AKKOA||AUD|AUSTIN OPT JUN19 [AKKOA]||AU0000AKKOA0|||AU||EQT|146||XASX|ax|||||0||
146|1|AKM||AUD|ASPIRE FPO [AKM]||AU000000AKM7|||AU||EQT|146||XASX|ax||0P0000A0UQ|Equity|ASX|0||
146|1|AKMO||AUD|ASPIRE OPT JUN17 [AKMO]||AU00000AKMO3|||AU||EQT|146||XASX|ax|||||0||
146|1|AKP||AUD|AUDIOPIXEL FPO [AKP]||AU000000AKP0|||AU||EQT|146||XASX|ax||0P00006XZV|Equity|ASX|0||
146|1|AKY||AUD|AMCBF FIVE FPO [AKY]||AU000000AKY2|||AU||EQT|146||XASX|ax||0P0000TQMA|Closed End Fund||0|F00000MPOH|FC
146|1|ALC||AUD|ALCIDION FPO [ALC]||AU000000ALC6|||AU||EQT|146||XASX|ax||0P0000TE37|Equity|ASX|0||
146|1|ALF||AUD|AUST LEAD FPO [ALF]||AU000000ALF9|||AU||EQT|146||XASX|ax||0P0000PU1U|Closed End Fund||0|F00000JQ8N|FC
146|1|ALI||AUD|ARGO GLOBL FPO [ALI]||AU000000ALI3|||AU||EQT|146||XASX|ax||0P00016DVK|Closed End Fund||0|F00000W2IE|FC
146|1|ALIO||AUD|ARGO GLOBL OPT MAR17 [ALIO]||AU00000ALIO9|||AU||EQT|146||XASX|ax|||||0||
146|1|ALK||AUD|ALKANE FPO [ALK]||AU000000ALK9|||AU||EQT|146||XASX|ax||0P00006W7V|Equity|ASX|0||
146|1|ALL||AUD|ARISTOCRAT FPO [ALL]||AU000000ALL7|||AU||EQT|146||XASX|ax||0P00006W8X|Equity|ASX|0||
146|1|ALQ||AUD|ALS FPO [ALQ]||AU000000ALQ6|||AU||EQT|146||XASX|ax||0P00006WCP|Equity|ASX|0||
146|1|ALR||AUD|ABERDEEN FPO [ALR]||AU000000ALR4|||AU||EQT|146||XASX|ax||0P0000PU1O|Closed End Fund||0|F00000JPWJ|FC
146|1|ALT||AUD|ANALYTICA FPO [ALT]||AU000000ALT0|||AU||EQT|146||XASX|ax||0P00006W8H|Equity|ASX|0||
146|1|ALTOA||AUD|ANALYTICA OPT FEB18 [ALTOA]||AU0000ALTOA9|||AU||EQT|146||XASX|ax|||||0||
146|1|ALU||AUD|ALTIUM LTD FPO [ALU]||AU000000ALU8|||AU||EQT|146||XASX|ax||0P00006W84|Equity|ASX|0||
146|1|ALY||AUD|ALCHEMYRES FPO [ALY]||AU000000ALY0|||AU||EQT|146||XASX|ax||0P0000A1NR|Equity|ASX|0||
146|1|AM8||AUD|AMC Toress Basket [AM8]|||||AU||AVI|146||XASX|ax|||||0||
146|1|AMA||AUD|AMA GROUP FPO [AMA]||AU000000AMA8|||AU||EQT|146||XASX|ax||0P00006XU5|Equity|ASX|0||
146|1|AMB||AUD|AMBITION FPO [AMB]||AU000000AMB6|||AU||EQT|146||XASX|ax||0P00006W8B|Equity|ASX|0||
146|1|AMC||AUD|AMCOR FPO [AMC]||AU000000AMC4|||AU||EQT|146||XASX|ax||0P00006W8E|Equity|ASX|0||
146|1|AMCCD||AUD|AMCOR FPO [AMC]||AU000000AMC4|||AU||EQT|146||XASX|ax|||||0||
146|1|AME||AUD|ALTOMETALS FPO [AME]||AU000000AME0|||AU||EQT|146||XASX|ax||0P0000XAW5|Equity|ASX|0||
146|1|AMH||AUD|AMCIL FPO [AMH]||AU000000AMH3|||AU||EQT|146||XASX|ax||0P0000PWFT|Closed End Fund||0|F00000JS43|FC
146|1|AMI||AUD|AURELIA FPO [AMI]||AU000000AMI1|||AU||EQT|146||XASX|ax||0P0000A0UC|Equity|ASX|0||
146|1|AML||AUD|AEON METAL FPO [AML]||AU000000AML5|||AU||EQT|146||XASX|ax||0P0000A1ND|Equity|ASX|0||
146|1|AMN||AUD|AGRIMIN FPO [AMN]||AU000000AMN1|||AU||EQT|146||XASX|ax||0P0000A1KO|Equity|ASX|0||
146|1|AMO||AUD|AMBERTECH FPO [AMO]||AU000000AMO9|||AU||EQT|146||XASX|ax||0P00006W8A|Equity|ASX|0||
146|1|AMP||AUD|AMP FPO [AMP]||AU000000AMP6|||AU||EQT|146||XASX|ax||0P00006W6Q|Equity|ASX|0||
146|1|AMPCD||AUD|AMP FPO [AMP]||AU000000AMP6|||AU||EQT|146||XASX|ax|||||0||
146|1|AMT||AUD|ALLEGRA FPO [AMT]||AU000000AMT8|||AU||EQT|146||XASX|ax||0P0000A1NQ|Equity|ASX|0||
146|1|AN8||AUD|ANZ Toress Basket [AN8]|||||AU||AVI|146||XASX|ax|||||0||
146|1|ANB||AUD|AUS AGCHEM FPO [ANB]||AU000000ANB4|||AU||EQT|146||XASX|ax||0P0000S2OI|Equity|ASX|0||
146|1|ANG||AUD|AUSTIN ENG FPO [ANG]||AU000000ANG3|||AU||EQT|146||XASX|ax||0P00006XUS|Equity|ASX|0||
146|1|ANN||AUD|ANSELL FPO [ANN]||AU000000ANN9|||AU||EQT|146||XASX|ax||0P000080EL|Equity|ASX|0||
146|1|ANO||AUD|ADVNANOTEC FPO [ANO]||AU000000ANO7|||AU||EQT|146||XASX|ax||0P00006XTU|Equity|ASX|0||
146|1|ANP||AUD|ANTISENSE FPO [ANP]||AU000000ANP4|||AU||EQT|146||XASX|ax||0P00006W8O|Equity|ASX|0||
146|1|ANPO||AUD|ANTISENSE OPT JAN17 [ANPO]||AU00000ANPO0|||AU||EQT|146||XASX|ax|||||0||
146|1|ANQ||AUD|ANAECO LTD FPO [ANQ]||AU000000ANQ2|||AU||EQT|146||XASX|ax||0P0000A1NM|Equity|ASX|0||
146|1|ANR||AUD|ANATARA LS FPO [ANR]||AU000000ANR0|||AU||EQT|146||XASX|ax||0P00014GA2|Equity|ASX|0||
146|1|ANW||AUD|AUS TIN FPO [ANW]||AU000000ANW0|||AU||EQT|146||XASX|ax||0P0000Q5WU|Equity|ASX|0||
146|1|ANZ||AUD|ANZ BANK FPO [ANZ]||AU000000ANZ3|||AU||EQT|146||XASX|ax||0P00006W6R|Equity|ASX|0||
146|1|ANZ_APM||AUD|ANZ BANK FPO APM [ANZ]||AU000000ANZ3|||AU||EQT|146||XASX|ax|||||0||
146|1|AOA||AUD|AUSMON FPO [AOA]||AU000000AOA4|||AU||EQT|146||XASX|ax||0P0000MPEW|Equity|ASX|0||
146|1|AOD||AUD|AURORADIT MFUNIT [AOD]||AU000000AOD8|||AU||EQT|146||XASX|ax||0P0000PWH4|Closed End Fund||0|F00000JS5E|FC
146|1|AOF||AUD|AU OFFICE FPO [AOF]||AU000000AOF3|||AU||EQT|146||XASX|ax||0P00018FJ2|Equity|ASX|0||
146|1|AOG||AUD|AVEO GROUP STAPLED [AOG]||AU000000AOG1|||AU||EQT|146||XASX|ax||0P00009Y0O|Equity|ASX|0||
146|1|AOH||AUD|ALTONA FPO [AOH]||AU000000AOH9|||AU||EQT|146||XASX|ax||0P00006X0O|Equity|ASX|0||
146|1|AOK||AUD|AUSTEX OIL FPO [AOK]||AU000000AOK3|||AU||EQT|146||XASX|ax||0P0000A1NJ|Equity|ASX|0||
146|1|AON||AUD|APOLLO MIN FPO [AON]||AU000000AON7|||AU||EQT|146||XASX|ax||0P0000A1NI|Equity|ASX|0||
146|1|AOP||AUD|APOLLOCONS FPO [AOP]||AU000000AOP2|||AU||EQT|146||XASX|ax||0P00006XUC|Equity|ASX|0||
146|1|AOU||AUD|AUROCH MIN FPO [AOU]||AU000000AOU2|||AU||EQT|146||XASX|ax||0P0000TPW9|Equity|ASX|0||
146|1|AOW||AUD|AMERICAN FPO [AOW]||AU000000AOW8|||AU||EQT|146||XASX|ax||0P0001325V|Equity|ASX|0||
146|1|AOWO||AUD|AMERICAN OPT OCT16 [AOWO]||AU00000AOWO4|||AU||EQT|146||XASX|ax|||||0||
146|1|AOWOA||AUD|AMERICAN OPT OCT18 [AOWOA]||AU0000AOWOA7|||AU||EQT|146||XASX|ax|||||0||
146|1|AP8||AUD|APA Toress Basket [AP8]|||||AU||AVI|146||XASX|ax|||||0||
146|1|APA||AUD|APA GROUP STAPLED [APA]||AU000000APA1|||AU||EQT|146||XASX|ax||0P0000A1NH|Equity|ASX|0||
146|1|APD||AUD|APN PROP FPO [APD]||AU000000APD5|||AU||EQT|146||XASX|ax||0P00006XTH|Equity|ASX|0||
